symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
Bitcoin,1,BTC,BTC,"$284,236,317,000",$16966.80,"16,752,500","$18,465,300,000",0.90%,-10.63%
Ethereum,2,ETH,ETH,"$76,391,195,881",$792.05,"96,447,320","$4,299,140,000",2.01%,-1.97%
Bitcoin Cash,3,BCH,BCH,"$57,762,509,552",$3424.95,"16,865,213","$6,514,390,000",0.38%,55.16%
Ripple,4,XRP,XRP,"$28,912,573,365",$0.746340,"38,739,144,847",*,"$1,417,610,000",-0.42%
Litecoin,5,LTC,LTC,"$17,708,871,461",$325.63,"54,384,083","$2,233,020,000",0.41%,-8.60%
IOTA,6,MIOTA,MIOTA,"$13,572,863,301",$4.88,"2,779,530,283",*,"$1,065,810,000",-1.83%
Cardano,7,ADA,ADA,"$12,839,655,726",$0.495222,"25,927,070,538",*,"$244,618,000",3.02%
Dash,8,DASH,DASH,"$9,664,341,213",$1244.85,"7,763,458","$349,877,000",2.15%,3.84%
NEM,9,XEM,XEM,"$7,971,317,999",$0.885702,"8,999,999,999",*,"$202,156,000",4.13%
Bitcoin Gold,10,BTG,BTG,"$7,730,944,856",$462.49,"16,716,099","$652,235,000",26.38%,41.54%
EOS,11,EOS,EOS,"$6,040,678,949",$11.00,"549,282,462",*,"$1,472,820,000",-3.67%
Monero,12,XMR,XMR,"$5,825,933,394",$375.88,"15,499,615","$300,938,000",6.60%,-1.07%
Qtum,13,QTUM,QTUM,"$4,380,412,034",$59.40,"73,745,676",*,"$1,630,470,000",-2.74%
NEO,14,NEO,NEO,"$4,250,259,000",$65.39,"65,000,000",*,"$276,987,000",-1.36%
Stellar,15,XLM,XLM,"$4,177,732,761",$0.233933,"17,858,672,190",*,"$225,131,000",2.74%
Ethereum Classic,16,ETC,ETC,"$3,772,199,435",$38.30,"98,494,190","$819,019,000",-0.39%,-9.07%
TRON,17,TRX,TRX,"$2,475,708,739",$0.037654,"65,748,192,475",*,"$112,061,000",-11.45%
